     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
  10000000,     10782,         0,   442.7,pymatching,d126e7d7dc9f94840d7f53145390db8bebd3be5d338626502a77e74e0d1f6513,"{""distance"":11,""idle_error"":0.009,""meas_error"":0.004,""reset_error"":0.0015,""rounds"":11,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,     15000,         0,   513.6,pymatching,c57c8886affa717624947e77cd249ba2d2cf43df42ceb4f3d185059d5914e5a8,"{""distance"":11,""idle_error"":0.009,""meas_error"":0.008,""reset_error"":0.0015,""rounds"":11,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      8737,         0,   410.6,pymatching,aedf199ed5043fb4c5f16dc759a84bba6c2030c4f47c37b8c03b9c6ae029fea4,"{""distance"":11,""idle_error"":0.009,""meas_error"":0.002,""reset_error"":0.0015,""rounds"":11,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,     28811,         0,   651.4,pymatching,c204d7badd9745165e2b480cfc15c4335707ca1e379912ae48081e322970573d,"{""distance"":11,""idle_error"":0.009,""meas_error"":0.016,""reset_error"":0.0015,""rounds"":11,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      3974,         0,   787.3,pymatching,aa2267da8868ae6c0598a0c74487b590486a7dddd42628029628060ce85f1bff,"{""distance"":13,""idle_error"":0.009,""meas_error"":0.002,""reset_error"":0.0015,""rounds"":13,""sq_error"":0.00062,""tq_error"":0.0028}",
   9766573,    105403,         0,   995.9,pymatching,216633e6f903da283a566fb1e0080fbe08e942162bf9bf4b04f6baa808e0f47c,"{""distance"":11,""idle_error"":0.009,""meas_error"":0.032,""reset_error"":0.0015,""rounds"":11,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,     73260,         0,  1952.7,pymatching,23ab6faf2250f055a09462dbb2f8b82049ce4b109dbdaca0cf2d6add9a6d82d2,"{""distance"":13,""idle_error"":0.009,""meas_error"":0.032,""reset_error"":0.0015,""rounds"":13,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      7687,         0,   948.2,pymatching,efaf8bc433aa515d2ee40e41b26d5f1e307182ab34f9c3d65267d25556366804,"{""distance"":13,""idle_error"":0.009,""meas_error"":0.008,""reset_error"":0.0015,""rounds"":13,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,     16372,         0,  1210.5,pymatching,3eb1f54b68ac188d725189c07f374ab69b89ce55dbeb7aa7e4f561f89b82770d,"{""distance"":13,""idle_error"":0.009,""meas_error"":0.016,""reset_error"":0.0015,""rounds"":13,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      4968,         0,   805.2,pymatching,48832a27ec8e2f03dc61fa618db71ce47a05be8f96a0f624926010d49445b91c,"{""distance"":13,""idle_error"":0.009,""meas_error"":0.004,""reset_error"":0.0015,""rounds"":13,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      1724,         0,  1346.4,pymatching,071f523cf95ab07c4d57561545e39e5f725dd83236cc4b2a7e1ac01231ff23bf,"{""distance"":15,""idle_error"":0.009,""meas_error"":0.002,""reset_error"":0.0015,""rounds"":15,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,     49815,         0,  3389.5,pymatching,08a8092c885c083af9e58678d24d042a93beef4ca6a20fcaadffb7b06751bbd2,"{""distance"":15,""idle_error"":0.009,""meas_error"":0.032,""reset_error"":0.0015,""rounds"":15,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      2306,         0,  1460.8,pymatching,ee9d5f72c6e67cc8192f0acf608659356e4a85cef2dcfa7a5a94a17e0da6b833,"{""distance"":15,""idle_error"":0.009,""meas_error"":0.004,""reset_error"":0.0015,""rounds"":15,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      3811,         0,  1680.4,pymatching,df490988cbffca08e362ec0b51e7f371f49a0eb1143c41fb977afc8aa6062206,"{""distance"":15,""idle_error"":0.009,""meas_error"":0.008,""reset_error"":0.0015,""rounds"":15,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      9055,         0,  2104.6,pymatching,8200127bd72af14ecf798f3c67a4d8805ebf1834faafec9747b47f11b1a43775,"{""distance"":15,""idle_error"":0.009,""meas_error"":0.016,""reset_error"":0.0015,""rounds"":15,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,       740,         0,  2164.1,pymatching,db0a1a02176646f4c433c6cdff62ce6ccf98f4513a0ed2b899f558246d965928,"{""distance"":17,""idle_error"":0.009,""meas_error"":0.002,""reset_error"":0.0015,""rounds"":17,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,     33117,         0,  5939.5,pymatching,0609ddc41836b9c852166fc5ebd98665046a7e0d8ddfd128e64c2411fda8d34a,"{""distance"":17,""idle_error"":0.009,""meas_error"":0.032,""reset_error"":0.0015,""rounds"":17,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      1075,         0,  2400.5,pymatching,fec48c66c0e59ee41d0c179024901aca7aba36e8dba9014709eec6359989e631,"{""distance"":17,""idle_error"":0.009,""meas_error"":0.004,""reset_error"":0.0015,""rounds"":17,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      4934,         0,  3619.1,pymatching,21793e2d86c239ffcc5a5b9f0249e33f93d7a6f77ab77c76a84411d659266c00,"{""distance"":17,""idle_error"":0.009,""meas_error"":0.016,""reset_error"":0.0015,""rounds"":17,""sq_error"":0.00062,""tq_error"":0.0028}",
  10000000,      1836,         0,  2830.7,pymatching,d9805885fc3b27893b9d953859b2344c5f23a78030d0f3e00ea0d09f72fcde16,"{""distance"":17,""idle_error"":0.009,""meas_error"":0.008,""reset_error"":0.0015,""rounds"":17,""sq_error"":0.00062,""tq_error"":0.0028}",
